authors,author_sort,rating,library_name,timestamp,formats,size,isbn,identifiers,comments,tags,series,series_index,languages,title,cover,title_sort,publisher,pubdate,id,uuid
"Dorling Kindersley","Kindersley, Dorling","","temp","0101-01-01T02:00:00+02:00","pdf","282874841","","","","Bibel, Illustration, Kinderarbeit, Jugendarbeit, Andacht","","1.0","eng","Bible Stories The Illustrated Guide: From the Creation to the Resurrection","C:\Users\sever\Documents\temp\Dorling Kindersley\Bible Stories The Illustrated Guide (387)\cover.jpg","Bible Stories The Illustrated Guide: From the Creation to the Resurrection","Dorling Kindersley","0101-01-01T02:00:00+02:00","387","1734a84a-73a9-4621-a111-4a3c712a8a61"
"Evangelisch-reformierte Kirche","Kirche, Evangelisch-reformierte","","temp","0101-01-01T02:00:00+02:00","pdf","202627","","","","Katechismus, Systematik","","1.0","deu","Heidelberger Katechismus: Revidierte Ausgabe 1997","C:\Users\sever\Documents\temp\Evangelisch-reformierte Kirche\Heidelberger Katechismus_ Revidiert (388)\cover.jpg","Heidelberger Katechismus: Revidierte Ausgabe 1997","Evangelisch-reformierte Kirche","0101-01-01T02:00:00+02:00","388","f8506fe2-a8a4-4213-990c-df37afa3c7d6"
"John Knox","Knox, John","","temp","0101-01-01T02:00:00+02:00","pdf","2437512","","","","Systematik, Erwählung, Calvinismus","","1.0","eng","God's Eternal Predestination","C:\Users\sever\Documents\temp\John Knox\God's Eternal Predestination (389)\cover.jpg","God's Eternal Predestination","Supralapsarian","0101-01-01T02:00:00+02:00","389","4eed2d70-db06-47f6-b15d-a2e4efa466d0"
"John Koessler","Koessler, John","","temp","0101-01-01T02:00:00+02:00","epub","3076735","","","","Predigen, Dienst, Praktik","","1.0","eng","The Moody Handbook of Preaching","C:\Users\sever\Documents\temp\John Koessler\The Moody Handbook of Preaching (390)\cover.jpg","Moody Handbook of Preaching, The","Moody","0101-01-01T02:00:00+02:00","390","9284e7d2-327a-4b12-8620-f272ed00cadf"
"Bernd Kollmann","Kollmann, Bernd","","temp","0101-01-01T02:00:00+02:00","pdf","2034813","","","","Überblick, NT","","1.0","deu","Einführung in die Neutestamentliche Zeitgeschichte","C:\Users\sever\Documents\temp\Bernd Kollmann\Einfuhrung in die Neutestamentliche (391)\cover.jpg","Einführung in die Neutestamentliche Zeitgeschichte","WBG","0101-01-01T02:00:00+02:00","391","8273e49b-2c0f-4a4e-a08d-889d0424069b"
"Bernd Kollmann","Kollmann, Bernd","","temp","0101-01-01T02:00:00+02:00","pdf","3717925","","","","NT, Überblick","","1.0","deu","Neues Testament kompakt","C:\Users\sever\Documents\temp\Bernd Kollmann\Neues Testament kompakt (392)\cover.jpg","Neues Testament kompakt","Kohlhammer","0101-01-01T02:00:00+02:00","392","972c97ee-b1bf-45c9-bf28-45ce4dd2b62a"
"Hendrik J. Koorevaar","Koorevaar, Hendrik J.","","temp","2022-10-18T18:41:24+02:00","pdf","48091683","","","","AT, Überblick","","1.0","deu","Theologie des Alten Testaments","C:\Users\sever\Documents\temp\Hendrik J. Koorevaar\Theologie des Alten Testaments (393)\cover.jpg","Theologie des Alten Testaments","TVG, Brunnen","2022-10-03T21:52:57+02:00","393","8d0f8dd3-ecc2-482f-889a-5357dd20557a"
"T. E. Koshy","Koshy, T. E.","","temp","0101-01-01T02:00:00+02:00","pdf","1554243","","","","Mission, Missionsgeschichte, Biografie","","1.0","deu","Bakht Singh: Ein auserwähltes Werkzeug Gottes in Indien","C:\Users\sever\Documents\temp\T. E. Koshy\Bakht Singh_ Ein auserwahltes Werkz (394)\cover.jpg","Bakht Singh: Ein auserwähltes Werkzeug Gottes in Indien","CLV","0101-01-01T02:00:00+02:00","394","1b0fd2cb-1761-4692-8f54-b847e6fef618"
"Andreas J. Köstenberger & Darrell L. Bock & Josh D. Chatraw","Köstenberger, Andreas J. & Bock, Darrell L. & Chatraw, Josh D.","","temp","0101-01-01T02:00:00+02:00","pdf","4947083","","","","Wahrheit, Postmoderne, Apologetik, Evangelisation","","1.0","eng","Truth in a Culture of Doubt: Engaging Skeptical Challenges to the Bible","C:\Users\sever\Documents\temp\Andreas J. Kostenberger\Truth in a Culture of Doubt_ Engagi (395)\cover.jpg","Truth in a Culture of Doubt: Engaging Skeptical Challenges to the Bible","B&H","0101-01-01T02:00:00+02:00","395","da52d242-d27e-4eb4-93bc-99a546d916de"
"Andreas J. Köstenberger & R. Albert Mohler & J. P. Moreland & Kevin J. Vanhoozer","Köstenberger, Andreas J. & Mohler, R. Albert & Moreland, J. P. & Vanhoozer, Kevin J.","","temp","0101-01-01T02:00:00+02:00","pdf","1237041","","","","Wahrheit, Apologetik, Hermeneutik","","1.0","eng","Whatever Happened to Truth","C:\Users\sever\Documents\temp\Andreas J. Kostenberger\Whatever Happened to Truth (396)\cover.jpg","Whatever Happened to Truth","Crossway","0101-01-01T02:00:00+02:00","396","a93bb45e-ba1e-4c77-bff9-74cbb98307c0"
"Andreas J. Köstenberger & Richard D. Patterson","Köstenberger, Andreas J. & Patterson, Richard D.","","temp","0101-01-01T02:00:00+02:00","pdf","6611976","","","","Systematik, Hermeneutik","","1.0","eng","For the Love of God's Word: An Introduction to Biblical Interpretation","C:\Users\sever\Documents\temp\Andreas J. Kostenberger\For the Love of God's Word_ An Intr (397)\cover.jpg","For the Love of God's Word: An Introduction to Biblical Interpretation","Kregel","0101-01-01T02:00:00+02:00","397","0ee14622-13c2-4f56-8eb6-565071e8343c"
"Dave Kraft","Kraft, Dave","","temp","0101-01-01T02:00:00+02:00","epub","2164701","","","","Leiterschaft, Ekklesiologie","","1.0","eng","Leaders Who Last","C:\Users\sever\Documents\temp\Dave Kraft\Leaders Who Last (398)\cover.jpg","Leaders Who Last","Crossway","0101-01-01T02:00:00+02:00","398","70d8cf62-f06e-438c-ae44-2b681e92e08f"
"Lindsey Krinks","Krinks, Lindsey","","temp","0101-01-01T02:00:00+02:00","epub","4450854","","","","Gebet, Evangelisation, Heilung, Praktik, Gerechtigkeit","","1.0","eng","Praying with Our Feet: Pursuing Justice and Healing on the Streets","C:\Users\sever\Documents\temp\Lindsey Krinks\Praying with Our Feet_ Pursuing Jus (399)\cover.jpg","Praying with Our Feet: Pursuing Justice and Healing on the Streets","Baker Publishing Group","0101-01-01T02:00:00+02:00","399","9a357d7a-e83e-4c08-8c3b-a55c7fbca1a5"
"Michael J. Kruger","Kruger, Michael J.","","temp","0101-01-01T02:00:00+02:00","pdf","3030138","","","","Historik, Kirchengeschichte","","1.0","eng","Christianity at the Crossroads: How the Second Century Shaped the Future of the Church","C:\Users\sever\Documents\temp\Michael J. Kruger\Christianity at the Crossroads_ How (400)\cover.jpg","Christianity at the Crossroads: How the Second Century Shaped the Future of the Church","InterVarsity Press","0101-01-01T02:00:00+02:00","400","3ca429db-236b-4150-b20e-f6a8efd4ac38"
"Cathy Kyte","Kyte, Cathy","","temp","0101-01-01T02:00:00+02:00","pdf","60430252","","","","Kinderarbeit, Praktik, Andacht","","1.0","eng","100 Fun Ways to Teach The Bible to Children","C:\Users\sever\Documents\temp\Cathy Kyte\100 Fun Ways to Teach The Bible to (401)\cover.jpg","100 Fun Ways to Teach The Bible to Children","Children's Ministry","0101-01-01T02:00:00+02:00","401","4734b4bd-5e2c-43bc-a7fa-88ee3975ad53"
"George Eldon Ladd","Ladd, George Eldon","","temp","0101-01-01T02:00:00+02:00","pdf","18500455","","","","Eschatologie, Systematik, Reich Gottes","","1.0","eng","The Presence of the Future","C:\Users\sever\Documents\temp\George Eldon Ladd\The Presence of the Future (402)\cover.jpg","Presence of the Future, The","Eerdmans Publishing","0101-01-01T02:00:00+02:00","402","47ff2446-8eb5-4aae-8006-2eb7e0713a0d"
"Thomas O. Lambdin & Heinrich von Siebenthal","Lambdin, Thomas O. & Siebenthal, Heinrich von","","temp","0101-01-01T02:00:00+02:00","pdf","15103593","","","","Hebräisch, Exegese, Sprache","","1.0","deu","Lehrbuch Bibel-Hebräisch","C:\Users\sever\Documents\temp\Thomas O. Lambdin\Lehrbuch Bibel-Hebraisch (403)\cover.jpg","Lehrbuch Bibel-Hebräisch","TVG, Brunnen","0101-01-01T02:00:00+02:00","403","70d6792e-35ed-4a83-99e6-83f5b5efd4f6"
"Lyle W. Lange","Lange, Lyle W.","","temp","0101-01-01T02:00:00+02:00","pdf","4317204","","","","Dogmatik, Systematik","","1.0","eng","God So Loved the World: A Study of Christian Doctrine","C:\Users\sever\Documents\temp\Lyle W. Lange\God So Loved the World_ A Study of (404)\cover.jpg","God So Loved the World: A Study of Christian Doctrine","Northwestern Publishing House","0101-01-01T02:00:00+02:00","404","a2b0fd8f-4134-4300-b58c-d282ff556085"
"Carolyn Larsen","Larsen, Carolyn","","temp","0101-01-01T02:00:00+02:00","epub","99857573","","","","Andacht, Kinderarbeit, Familie","","1.0","eng","Little Boys Bible Storybook for Fathers and Sons","C:\Users\sever\Documents\temp\Carolyn Larsen\Little Boys Bible Storybook for Fat (405)\cover.jpg","Little Boys Bible Storybook for Fathers and Sons","Baker Publishing Group","0101-01-01T02:00:00+02:00","405","737d28f8-72de-4297-a789-cb7edefc49e9"
"Craig Brian Larson & Francis Chan & John Ortberg & Timothy Keller & Mark Buchanah & Anne Graham Lotz & Mark Discroll & Kenneth Ulmer","Larson, Craig Brian & Chan, Francis & Ortberg, John & Keller, Timothy & Buchanah, Mark & Lotz, Anne Graham & Discroll, Mark & Ulmer, Kenneth","","temp","0101-01-01T02:00:00+02:00","epub","1373785","","","","Nachfolge, Predigen, Dienst, Praktik, Gemeinde","","1.0","eng","Prophetic Preaching","C:\Users\sever\Documents\temp\Craig Brian Larson\Prophetic Preaching (406)\cover.jpg","Prophetic Preaching","Hendrickson","0101-01-01T02:00:00+02:00","406","60c5bbeb-c8dd-46f6-969b-a6c20154b85f"
"Craig Brian Larson & Phyllis Ten Elshof","Larson, Craig Brian & Elshof, Phyllis Ten","","temp","0101-01-01T02:00:00+02:00","epub","925947","","","","Predigen, Illustration","","1.0","eng","1001 Illustrations That Connect: Compelling Stories, Stats, and News Items for Preaching, Teaching, and Writing","C:\Users\sever\Documents\temp\Craig Brian Larson\1001 Illustrations That Connect_ Co (407)\cover.jpg","1001 Illustrations That Connect: Compelling Stories, Stats, and News Items for Preaching, Teaching, and Writing","Zondervan","0101-01-01T02:00:00+02:00","407","e449268a-8e6c-449e-b9ad-ef42f1e5c098"
"Craig Brian Larson & John Piper & Gordon Macdonald & Scott Chapman & Bryan Wilkerson & Haddon W. Robinson & Jeffrey Arthurs & John Ortberg","Larson, Craig Brian & Piper, John & Macdonald, Gordon & Chapman, Scott & Wilkerson, Bryan & Robinson, Haddon W. & Arthurs, Jeffrey & Ortberg, John","","temp","0101-01-01T02:00:00+02:00","epub","954664","","","","Predigen, Dienst, Praktik","","1.0","eng","Inspirational Preaching","C:\Users\sever\Documents\temp\Craig Brian Larson\Inspirational Preaching (408)\cover.jpg","Inspirational Preaching","Hendrickson","0101-01-01T02:00:00+02:00","408","ae92097d-ddab-462b-a7e3-87a875073a89"
"Steven J. Lawson","Lawson, Steven J.","","temp","0101-01-01T02:00:00+02:00","epub","5161183","","","","Predigen, Exegese, Praktik","","1.0","eng","Called to Preach: Fulfilling the High Calling of Expository Preaching","C:\Users\sever\Documents\temp\Steven J. Lawson\Called to Preach_ Fulfilling the Hi (409)\cover.jpg","Called to Preach: Fulfilling the High Calling of Expository Preaching","Baker Publishing Group","0101-01-01T02:00:00+02:00","409","82e7f227-4863-488f-ba2b-44214ab0b99a"
"Steven J. Lawson","Lawson, Steven J.","","temp","0101-01-01T02:00:00+02:00","epub","2131979","","","","Predigen, Dienst, Praktik","","1.0","eng","Famine in the Land: A Passionate Call For Expository Preaching","C:\Users\sever\Documents\temp\Steven J. Lawson\Famine in the Land_ A Passionate Ca (410)\cover.jpg","Famine in the Land: A Passionate Call For Expository Preaching","Moody","0101-01-01T02:00:00+02:00","410","8c589e8e-921b-4ffd-9d9b-5a4b1c85809e"
"Steven J. Lawson","Lawson, Steven J.","","temp","0101-01-01T02:00:00+02:00","epub","211330","","","","Predigen, Dienst, Praktik","","1.0","eng","The Kind of Preaching God Blesses","C:\Users\sever\Documents\temp\Steven J. Lawson\The Kind of Preaching God Blesses (411)\cover.jpg","Kind of Preaching God Blesses, The","Harvest House","0101-01-01T02:00:00+02:00","411","0a53c329-f567-483e-9709-519d14ab7c5e"
"Kevin Leman","Leman, Kevin","","temp","0101-01-01T02:00:00+02:00","epub","1563884","","","","Ehe, Sexualität, Seelsorge","","1.0","eng","Under the Sheets: The Secrets to Hot Sex in Your Marriage","C:\Users\sever\Documents\temp\Kevin Leman\Under the Sheets_ The Secrets to Ho (412)\cover.jpg","Under the Sheets: The Secrets to Hot Sex in Your Marriage","Baker Publishing Group","0101-01-01T02:00:00+02:00","412","112cfa48-2c3b-40ec-a73e-167d9475f7bb"
"Kevin Leman","Leman, Kevin","","temp","0101-01-01T02:00:00+02:00","epub","1017975","9780529103031","isbn:9780529103031","","Familie, Vater sein, Persönlichkeit","","1.0","eng","Be the Dad She Needs You to Be: The Indelible Imprint a Father Leaves on His Daughter's Life","C:\Users\sever\Documents\temp\Kevin Leman\Be the Dad She Needs You to Be_ The (413)\cover.jpg","Be the Dad She Needs You to Be: The Indelible Imprint a Father Leaves on His Daughter's Life","Thomas Nelson","0101-01-01T02:00:00+02:00","413","c830654d-89e2-411b-bf8a-716c61b59947"
"Kevin Leman","Leman, Kevin","","temp","0101-01-01T02:00:00+02:00","pdf","437170","","","","Ehe, Sexualität","","1.0","eng","Quickie Manual: Find Out Why This Sex Mode Does So Well","C:\Users\sever\Documents\temp\Kevin Leman\Quickie Manual_ Find Out Why This S (414)\cover.jpg","Quickie Manual: Find Out Why This Sex Mode Does So Well","","0101-01-01T02:00:00+02:00","414","64738c29-2763-4e57-bf3d-177bfed3ca1d"
"Kevin Leman","Leman, Kevin","","temp","0101-01-01T02:00:00+02:00","pdf","1515891","","","","Sexualität, Ehe","","1.0","eng","Sheet Music: Uncovering the Secrets of Sexual Intimacy in Marriage","C:\Users\sever\Documents\temp\Kevin Leman\Sheet Music_ Uncovering the Secrets (415)\cover.jpg","Sheet Music: Uncovering the Secrets of Sexual Intimacy in Marriage","Tyndale House","0101-01-01T02:00:00+02:00","415","6677d5ed-6a59-494f-b31e-ccf972fc20a2"
"Kevin Leman","Leman, Kevin","","temp","0101-01-01T02:00:00+02:00","pdf","1643484","","","","Ehe, Sexualität","","1.0","eng","Sex Begins in the Kitchen: Creating Intimacy to Make Your Marriage Sizzle","C:\Users\sever\Documents\temp\Kevin Leman\Sex Begins in the Kitchen_ Creating (416)\cover.jpg","Sex Begins in the Kitchen: Creating Intimacy to Make Your Marriage Sizzle","Baker Publishing Group","0101-01-01T02:00:00+02:00","416","57b62654-b1e4-4f65-8f5e-6bcdccc3eb83"
"Kevin Leman & William Pentak","Leman, Kevin & Pentak, William","","temp","0101-01-01T02:00:00+02:00","pdf","3168605","","","","Leiterschaft, Dienst, Gemeinde, Praktik","","1.0","eng","The Way of the Shepherd: 7 Ancient Secrets to Managing Productive People","C:\Users\sever\Documents\temp\Kevin Leman\The Way of the Shepherd_ 7 Ancient (417)\cover.jpg","Way of the Shepherd: 7 Ancient Secrets to Managing Productive People, The","Zondervan","0101-01-01T02:00:00+02:00","417","8f45a493-cbb1-4f21-93fd-c556b9ca744a"
"John Lennox","Lennox, John","","temp","0101-01-01T02:00:00+02:00","pdf","2710319","","","","Evangelisation","","1.0","deu","Nur Mut!: Salz und Licht sein","C:\Users\sever\Documents\temp\John Lennox\Nur Mut!_ Salz und Licht sein (418)\cover.jpg","Nur Mut!: Salz und Licht sein","CLV","0101-01-01T02:00:00+02:00","418","f977530f-0501-4289-828a-e78551e191a9"
"John C. Lennox","Lennox, John C.","","temp","0101-01-01T02:00:00+02:00","pdf","3363703","","","","Systematik, Souveränität, Glaube","","1.0","eng","Determined to Believe: The Sovereignty of God, Freedom, Faith, & Human Responsibility","C:\Users\sever\Documents\temp\John C. Lennox\Determined to Believe_ The Sovereig (419)\cover.jpg","Determined to Believe: The Sovereignty of God, Freedom, Faith, & Human Responsibility","Zondervan","0101-01-01T02:00:00+02:00","419","d81f02e1-7f44-467d-baaf-06d733f06ac6"
"John C. Lennox","Lennox, John C.","","temp","0101-01-01T02:00:00+02:00","pdf","2556820","","","","Genesis, Kommentar, AT, Vergebung, Andacht, Leid, Souveränität, Glaube, Josef","","1.0","eng","Joseph: A Story of Love, Hate, Slavery, Power, and Forgiveness","C:\Users\sever\Documents\temp\John C. Lennox\Joseph_ A Story of Love, Hate, Slav (420)\cover.jpg","Joseph: A Story of Love, Hate, Slavery, Power, and Forgiveness","Crossway","0101-01-01T02:00:00+02:00","420","66fd7d0c-3763-4f8c-b400-3b47b426d488"
"Robert Letham","Letham, Robert","","temp","0101-01-01T02:00:00+02:00","epub","1562270","","","","Systematik, Dogmatik","","1.0","eng","Systematic Theology","C:\Users\sever\Documents\temp\Robert Letham\Systematic Theology (421)\cover.jpg","Systematic Theology","Crossway","0101-01-01T02:00:00+02:00","421","8d18ffb4-3f1d-4406-bfc7-abd26f99dfe0"
"C. S. Lewis","Lewis, C. S.","","temp","0101-01-01T02:00:00+02:00","pdf","1475640","","","","Apologetik, Praktik","","1.0","deu","Pardon, ich bin Christ","C:\Users\sever\Documents\temp\C. S. Lewis\Pardon, ich bin Christ (422)\cover.jpg","Pardon, ich bin Christ","Fontis","0101-01-01T02:00:00+02:00","422","4905605c-ab6d-498c-8014-1d6263058be8"
"Blake Leyerle","Leyerle, Blake","","temp","0101-01-01T02:00:00+02:00","pdf","1986806","","","","Predigen, Kirchengeschichte, Kirchenväter, Historik","","1.0","eng","The Narrative Shape of Emotion in the Preaching of John Chrysostom","C:\Users\sever\Documents\temp\Blake Leyerle\The Narrative Shape of Emotion in t (423)\cover.jpg","Narrative Shape of Emotion in the Preaching of John Chrysostom, The","University of California Press","0101-01-01T02:00:00+02:00","423","fb85a48e-5319-4ba6-b558-55a90cb02585"
"Martha M. Leypoldt","Leypoldt, Martha M.","","temp","0101-01-01T02:00:00+02:00","pdf","52345180","","","","Leiterschaft, Praktik, Gemeinde, Jugendarbeit, Kleingruppe, Erwachsenenbildung","","1.0","deu","Hilfe - Ich bin Gruppenleiter(in): 40 Methoden mit Gruppen zu arbeiten","C:\Users\sever\Documents\temp\Martha M. Leypoldt\Hilfe - Ich bin Gruppenleiter(in)_ (424)\cover.jpg","Hilfe - Ich bin Gruppenleiter(in): 40 Methoden mit Gruppen zu arbeiten","Oncken","0101-01-01T02:00:00+02:00","424","82b3c3d1-f632-4fea-8fa0-e092ff3c779c"
"Roger Liebi","Liebi, Roger","","temp","0101-01-01T02:00:00+02:00","pdf","1818329","","","","Sprachenrede, Geistesgaben, Heiliger Geist","","1.0","deu","Sprachenreden oder Zungenreden?","C:\Users\sever\Documents\temp\Roger Liebi\Sprachenreden oder Zungenreden_ (425)\cover.jpg","Sprachenreden oder Zungenreden?","CLV","0101-01-01T02:00:00+02:00","425","bc553262-5f37-4873-83a2-97afc084ef6c"
"Peter A. Lillback & Vern Sheridan Poythress & Iain M. Duguid & G. K. Beale & Richard B. Gaffin","Lillback, Peter A. & Poythress, Vern Sheridan & Duguid, Iain M. & Beale, G. K. & Gaffin, Richard B.","","temp","0101-01-01T02:00:00+02:00","pdf","1124025","","","","Systematik, Hermeneutik, Bibliologie","","1.0","eng","Seeing Christ in All of Scripture: Hermeneutics at Westminster Theological Seminary","C:\Users\sever\Documents\temp\Peter A. Lillback\Seeing Christ in All of Scripture_ (426)\cover.jpg","Seeing Christ in All of Scripture: Hermeneutics at Westminster Theological Seminary","Westminster Seminary Press","0101-01-01T02:00:00+02:00","426","6a0b843b-e72b-4ee5-83a7-c88af73c505e"
